City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
213,fairbanks,64.8378,-147.7164,-10.989999999999952,73,75,2.06,US,1680972926
214,oruro,-17.9833,-67.15,15.270000000000039,48,40,3.09,BO,1680973193
215,yellowknife,62.456,-114.3525,3.2900000000000205,70,20,3.6,CA,1680973193
216,wadi musa,30.3222,35.4793,23.27000000000004,16,3,1.41,JO,1680973102
217,kachiry,53.0675,76.1036,-2.009999999999991,45,58,4.25,KZ,1680973194
218,flinders,-34.5833,150.8552,16.77000000000004,63,5,4.02,AU,1680973194
219,mayor pablo lagerenza,-19.9309,-60.7718,31.360000000000014,33,1,3.4,PY,1680973194
220,ribeira grande,38.5167,-28.7,16.220000000000027,63,75,8.05,PT,1680973194
221,kedrovyy,56.1667,91.8167,-5.6299999999999955,75,53,5.31,RU,1680973195
222,hazorasp,41.3194,61.0742,19.910000000000025,28,2,2.41,UZ,1680973195
223,hobyo,5.3505,48.5268,28.410000000000025,66,39,6.09,SO,1680973195
224,vostok,46.4856,135.8833,-6.0,67,2,1.46,RU,1680973195
225,bengkulu,-3.8004,102.2655,24.400000000000034,90,92,1.68,ID,1680973195
226,uyuni,-20.4597,-66.825,14.670000000000016,30,4,1.03,BO,1680973196
227,karlovo,42.6333,24.8,10.670000000000016,82,93,1.13,BG,1680973196
228,namibe,-15.1961,12.1522,24.450000000000045,78,92,3.87,AO,1680973196
229,mahebourg,-20.4081,57.7,26.160000000000025,89,40,3.6,MU,1680972912
230,igrim,63.1906,64.4162,-1.2999999999999545,99,100,1.19,RU,1680973196
231,felanitx,39.4696,3.1483,18.29000000000002,61,7,3.43,ES,1680973196
232,mozarlandia,-14.7447,-50.5706,26.340000000000032,77,99,3.03,BR,1680973197
233,plainview,40.7765,-73.4673,9.890000000000043,35,0,2.68,US,1680972903
234,talavera de la reina,39.9635,-4.8308,24.840000000000032,26,44,2.94,ES,1680973197
235,amga,60.8953,131.9608,-9.67999999999995,94,100,4.26,RU,1680973197
236,gdov,58.7406,27.8122,4.310000000000002,83,89,4.28,RU,1680973197
237,baykit,61.67,96.37,-10.409999999999968,97,100,1.31,RU,1680973197
238,surgut,61.25,73.4167,-12.899999999999977,60,0,7.15,RU,1680972941
239,avarua,-21.2078,-159.775,27.03000000000003,78,40,3.6,CK,1680973198
240,mehamn,71.0357,27.8492,1.9700000000000273,75,100,7.72,NO,1680973198
